@RELATION student_dataset

@ATTRIBUTE study_hours NUMERIC
@ATTRIBUTE attendance NUMERIC
@ATTRIBUTE passed NUMERIC

@DATA
3.0,52.0,0.0
1.1,96.0,0.0
5.3,75.0,1.0
1.8,84.0,0.0
1.3,59.0,0.0
4.9,67.0,1.0
9.7,94.0,1.0
2.4,96.0,1.0
5.7,52.0,0.0
3.3,52.0,0.0
6.1,96.0,1.0
8.1,56.0,1.0
5.1,96.0,1.0
3.4,90.0,1.0
4.2,51.0,0.0
9.5,66.0,1.0
7.4,55.0,1.0
9.7,100.0,1.0
5.7,69.0,1.0
5.1,100.0,1.0
6.9,53.0,1.0
5.7,63.0,1.0
2.7,94.0,0.0
2.8,92.0,0.0
6.0,61.0,1.0
2.7,76.0,0.0
0.2,76.0,0.0
2.7,79.0,1.0
7.9,90.0,1.0
1.0,64.0,0.0
7.1,64.0,1.0
6.1,96.0,1.0
8.3,87.0,1.0
6.3,71.0,1.0
3.9,85.0,0.0
3.4,70.0,0.0
8.2,59.0,1.0
8.5,81.0,1.0
5.3,60.0,1.0
2.6,52.0,0.0
9.7,90.0,1.0
5.6,72.0,1.0
2.1,83.0,0.0
3.0,98.0,1.0
4.5,79.0,0.0
1.6,87.0,0.0
6.2,86.0,1.0
4.2,98.0,1.0
7.5,68.0,1.0
7.4,65.0,1.0
9.2,58.0,1.0
6.1,57.0,0.0
4.0,63.0,0.0
5.7,61.0,0.0
7.7,97.0,1.0
5.5,72.0,1.0
4.2,88.0,1.0
3.2,73.0,1.0
1.1,93.0,1.0
7.6,70.0,1.0
5.4,75.0,1.0
8.6,81.0,1.0
2.9,78.0,0.0
9.2,61.0,1.0
2.9,84.0,0.0
7.6,91.0,1.0
6.8,56.0,1.0
5.8,76.0,1.0
4.1,90.0,0.0
6.2,58.0,1.0
6.2,55.0,1.0
5.7,76.0,1.0
3.3,65.0,0.0
5.7,80.0,1.0
9.5,51.0,1.0
8.8,91.0,1.0
5.5,62.0,0.0
4.6,96.0,1.0
1.8,95.0,0.0
3.2,68.0,0.0
8.9,63.0,1.0
4.6,65.0,1.0
4.4,65.0,0.0
9.7,82.0,1.0
1.1,88.0,0.0
8.7,60.0,1.0
4.6,54.0,0.0
7.5,93.0,1.0
8.7,80.0,1.0
0.7,76.0,0.0
8.8,84.0,1.0
7.2,88.0,1.0
9.9,95.0,1.0
4.4,96.0,1.0
2.9,75.0,0.0
3.6,95.0,1.0
6.3,78.0,1.0
7.9,56.0,1.0
8.5,98.0,1.0
7.5,57.0,1.0
3.7,92.0,1.0
1.4,65.0,0.0
2.1,56.0,0.0
6.4,54.0,1.0
9.0,81.0,1.0
7.6,71.0,1.0
6.9,71.0,1.0
7.0,86.0,1.0
5.9,98.0,1.0
1.5,68.0,0.0
2.2,73.0,0.0
3.6,68.0,0.0
9.4,60.0,1.0
6.3,80.0,1.0
6.7,59.0,1.0
1.5,68.0,0.0
2.6,64.0,0.0
8.5,87.0,1.0
1.5,50.0,0.0
3.6,82.0,1.0
4.1,89.0,1.0
9.7,91.0,1.0
5.9,82.0,1.0
5.2,74.0,1.0
6.5,83.0,1.0
1.8,74.0,0.0
6.7,54.0,1.0
2.2,63.0,0.0
1.5,88.0,0.0
6.5,72.0,1.0
4.6,90.0,1.0
8.4,100.0,1.0
9.0,97.0,1.0
3.6,52.0,0.0
6.3,71.0,1.0
0.7,85.0,0.0
8.5,84.0,1.0
9.7,53.0,1.0
5.7,65.0,1.0
2.6,97.0,0.0
6.9,91.0,1.0
2.3,95.0,1.0
1.8,88.0,0.0
5.5,55.0,0.0
7.3,54.0,1.0
5.2,53.0,0.0
2.3,87.0,1.0
4.8,56.0,1.0
8.8,53.0,1.0
7.9,54.0,1.0
4.8,78.0,0.0
4.8,56.0,1.0
5.9,88.0,1.0
3.0,50.0,0.0
4.3,57.0,0.0
7.8,62.0,1.0
8.1,89.0,1.0
9.9,66.0,1.0
6.0,81.0,1.0
1.8,82.0,0.0
5.1,91.0,1.0
2.6,84.0,0.0
3.4,93.0,1.0
5.0,90.0,1.0
1.1,98.0,0.0
4.9,70.0,1.0
4.7,60.0,0.0
0.7,77.0,0.0
0.9,78.0,0.0
6.4,84.0,1.0
1.9,56.0,0.0
2.1,82.0,0.0
3.2,83.0,1.0
1.0,69.0,0.0
2.1,93.0,0.0
3.2,62.0,0.0
7.9,60.0,1.0
6.6,70.0,1.0
9.8,91.0,1.0
7.9,99.0,1.0
2.3,66.0,0.0
9.3,69.0,1.0
1.4,71.0,0.0
8.3,70.0,1.0
3.1,86.0,1.0
7.6,50.0,1.0
0.6,76.0,0.0
6.5,58.0,1.0
7.7,51.0,1.0
2.1,95.0,0.0
2.9,73.0,0.0
3.2,100.0,1.0
3.3,85.0,0.0
8.0,89.0,1.0
4.4,67.0,0.0
0.7,60.0,0.0
7.2,96.0,1.0
4.7,52.0,0.0
6.9,95.0,1.0
2.5,88.0,1.0
3.8,56.0,0.0
6.4,67.0,1.0
3.7,68.0,0.0
4.7,97.0,1.0
3.2,99.0,1.0
8.2,59.0,1.0
3.0,62.0,0.0
0.9,65.0,0.0
5.7,98.0,1.0
5.6,68.0,0.0
1.4,99.0,0.0
8.7,94.0,1.0
9.6,73.0,1.0
7.5,63.0,1.0
3.2,64.0,0.0
3.6,62.0,0.0
2.6,97.0,0.0
1.4,91.0,0.0
4.3,81.0,0.0
8.3,53.0,1.0
3.7,86.0,1.0
10.0,82.0,1.0
7.9,81.0,1.0
5.7,90.0,1.0
7.3,86.0,1.0
9.7,99.0,1.0
5.3,82.0,1.0
5.7,79.0,1.0
6.5,62.0,1.0
7.7,77.0,1.0
4.7,97.0,1.0
6.5,54.0,1.0
6.5,71.0,1.0
5.3,94.0,1.0
8.9,75.0,1.0
2.9,89.0,1.0
0.2,64.0,0.0
4.3,66.0,0.0
5.8,99.0,1.0
5.3,91.0,1.0
7.7,86.0,1.0
8.9,95.0,1.0
1.5,99.0,0.0
2.1,61.0,0.0
0.3,88.0,0.0
7.8,84.0,1.0
9.5,70.0,1.0
9.3,92.0,1.0
2.0,60.0,0.0
9.9,64.0,1.0
7.7,51.0,1.0
8.8,78.0,1.0
8.3,74.0,1.0
4.4,97.0,1.0
3.8,78.0,1.0
4.0,63.0,0.0
5.9,57.0,0.0
9.7,82.0,1.0
7.2,57.0,1.0
7.6,57.0,1.0
7.4,72.0,1.0
4.2,63.0,0.0
8.0,73.0,1.0
2.6,57.0,0.0
0.2,74.0,0.0
4.0,56.0,0.0
3.6,69.0,0.0
4.3,91.0,1.0
2.3,94.0,0.0
6.5,74.0,1.0
0.2,67.0,0.0
9.0,52.0,1.0
8.5,61.0,1.0
0.1,83.0,0.0
1.4,80.0,0.0
0.6,63.0,0.0
3.7,76.0,0.0
4.2,61.0,1.0
9.7,97.0,1.0
3.7,57.0,0.0
0.3,63.0,0.0
4.0,73.0,0.0
6.2,51.0,0.0
3.3,80.0,0.0
7.3,59.0,1.0
0.5,74.0,0.0
7.2,60.0,1.0
1.0,72.0,0.0
0.9,54.0,0.0
9.7,79.0,1.0
8.6,84.0,1.0
1.3,88.0,1.0
0.0,80.0,0.0
9.0,66.0,1.0
3.2,84.0,1.0
9.6,92.0,1.0
4.8,97.0,1.0
2.0,64.0,0.0
1.3,59.0,0.0
6.6,97.0,1.0
7.2,68.0,1.0
1.1,64.0,0.0
1.8,92.0,0.0
3.3,79.0,1.0
5.2,86.0,1.0
7.6,58.0,1.0
4.2,92.0,1.0
5.8,52.0,1.0
6.3,100.0,1.0
9.8,50.0,1.0
6.3,100.0,1.0
1.6,70.0,0.0
5.7,80.0,1.0
1.9,86.0,0.0
4.5,63.0,1.0
6.2,84.0,1.0
1.2,67.0,0.0
7.7,71.0,1.0
10.0,61.0,1.0
3.4,81.0,1.0
4.6,56.0,0.0
7.6,66.0,1.0
7.8,77.0,1.0
0.3,84.0,0.0
0.9,79.0,0.0
1.2,95.0,0.0
1.3,72.0,0.0
4.5,85.0,1.0
9.7,82.0,1.0
4.0,82.0,1.0
1.4,93.0,0.0
7.8,62.0,1.0
5.3,99.0,1.0
5.6,83.0,1.0
0.5,84.0,0.0
5.4,94.0,1.0
1.7,60.0,0.0
6.8,90.0,1.0
8.6,64.0,1.0
5.4,89.0,1.0
8.6,67.0,1.0
9.6,75.0,1.0
3.9,83.0,1.0
8.9,79.0,1.0
1.4,69.0,0.0
0.7,95.0,0.0
6.7,63.0,1.0
5.9,54.0,0.0
7.6,58.0,1.0
4.8,60.0,0.0
3.9,60.0,1.0
4.2,87.0,1.0
2.5,72.0,0.0
2.3,67.0,0.0
8.9,57.0,1.0
9.4,59.0,1.0
4.4,93.0,1.0
7.6,50.0,1.0
1.2,69.0,0.0
1.0,90.0,1.0
4.7,92.0,1.0
3.0,57.0,0.0
7.4,79.0,1.0
0.7,98.0,0.0
8.8,52.0,1.0
8.4,66.0,1.0
6.3,77.0,1.0
1.7,95.0,1.0
7.6,64.0,1.0
1.0,96.0,1.0
9.6,73.0,1.0
8.7,92.0,1.0
8.4,77.0,1.0
0.6,56.0,0.0
8.4,96.0,1.0
9.0,90.0,1.0
3.3,92.0,1.0
9.8,55.0,1.0
1.0,81.0,0.0
5.9,64.0,1.0
4.3,67.0,0.0
10.0,95.0,1.0
5.6,86.0,1.0
6.1,92.0,1.0
0.4,56.0,0.0
8.4,91.0,1.0
5.8,57.0,1.0
3.6,93.0,1.0
4.2,75.0,0.0
3.5,100.0,1.0
8.5,86.0,1.0
0.4,75.0,0.0
7.4,77.0,1.0
2.2,61.0,0.0
6.3,71.0,1.0
2.9,76.0,0.0
7.3,66.0,1.0
8.2,72.0,1.0
9.7,65.0,1.0
4.5,53.0,0.0
4.6,90.0,1.0
7.7,60.0,1.0
5.6,85.0,1.0
3.2,75.0,0.0
7.8,61.0,1.0
8.6,71.0,1.0
6.2,97.0,1.0
3.2,69.0,0.0
9.1,55.0,1.0
4.1,89.0,1.0
6.4,98.0,1.0
2.0,95.0,1.0
3.5,78.0,1.0
7.5,60.0,1.0
0.2,62.0,0.0
3.1,82.0,1.0
5.6,98.0,1.0
5.4,75.0,1.0
7.0,62.0,1.0
0.9,88.0,0.0
8.5,59.0,1.0
5.3,75.0,1.0
9.2,56.0,1.0
6.1,55.0,1.0
10.0,78.0,1.0
2.5,59.0,0.0
0.3,64.0,0.0
2.5,64.0,0.0
6.5,63.0,1.0
0.1,65.0,0.0
8.6,80.0,1.0
4.1,85.0,1.0
1.9,61.0,0.0
5.8,90.0,1.0
8.9,74.0,1.0
7.1,73.0,1.0
4.3,73.0,0.0
3.2,72.0,0.0
9.6,58.0,1.0
8.6,94.0,1.0
8.0,87.0,1.0
1.0,100.0,1.0
7.1,84.0,1.0
1.0,88.0,0.0
7.2,95.0,1.0
9.8,64.0,1.0
2.7,53.0,0.0
6.2,81.0,1.0
4.4,60.0,0.0
5.6,85.0,1.0
0.6,72.0,0.0
8.7,59.0,1.0
6.8,54.0,1.0
5.7,96.0,1.0
7.1,81.0,1.0
7.0,58.0,1.0
2.2,78.0,0.0
5.4,93.0,1.0
3.3,86.0,1.0
9.5,59.0,1.0
9.8,87.0,1.0
8.6,89.0,1.0
7.1,72.0,1.0
1.2,54.0,0.0
0.6,76.0,0.0
7.3,65.0,1.0
7.7,61.0,1.0
0.3,81.0,0.0
3.3,56.0,0.0
5.7,93.0,1.0
8.0,74.0,1.0
1.4,71.0,0.0
1.0,72.0,0.0
7.1,66.0,1.0
0.9,66.0,0.0
2.0,72.0,0.0
6.3,71.0,1.0
7.5,83.0,1.0
0.2,88.0,0.0
9.8,53.0,1.0
1.0,50.0,0.0
0.1,70.0,0.0
3.1,86.0,1.0
3.7,54.0,0.0
1.9,89.0,1.0
1.8,63.0,0.0
1.0,93.0,0.0
6.0,86.0,1.0
8.9,95.0,1.0
5.1,78.0,0.0
6.2,84.0,1.0
8.1,69.0,1.0
1.1,93.0,0.0
5.9,60.0,0.0
5.0,88.0,1.0
10.0,71.0,1.0
9.3,85.0,1.0
7.8,57.0,1.0
0.7,65.0,0.0
1.4,81.0,0.0
7.9,52.0,1.0
0.6,80.0,0.0
1.0,83.0,0.0
6.6,70.0,1.0
5.6,94.0,1.0
5.2,98.0,1.0
6.4,68.0,1.0
1.4,98.0,0.0
2.9,90.0,1.0
4.0,74.0,0.0
4.9,81.0,1.0
3.2,80.0,1.0
3.9,81.0,1.0
7.7,94.0,1.0
5.3,52.0,0.0
9.5,69.0,1.0
7.5,86.0,1.0
1.7,70.0,0.0
5.3,53.0,0.0
3.8,72.0,1.0
0.5,93.0,0.0
7.4,83.0,1.0
5.1,93.0,1.0
9.1,56.0,1.0
9.5,64.0,1.0
0.7,63.0,0.0
2.1,90.0,1.0
0.2,74.0,0.0
9.0,57.0,1.0
0.0,65.0,0.0
9.8,74.0,1.0
3.7,75.0,0.0
1.6,88.0,0.0
6.2,66.0,1.0
6.8,95.0,1.0
3.1,91.0,1.0
4.1,50.0,0.0
8.2,74.0,1.0
8.4,62.0,1.0
2.5,50.0,0.0
6.9,52.0,1.0
1.3,94.0,0.0
0.7,57.0,0.0
1.6,100.0,1.0
0.7,84.0,0.0
1.7,97.0,0.0
9.6,95.0,1.0
2.8,68.0,0.0
8.6,66.0,1.0
7.6,75.0,1.0
9.5,85.0,1.0
2.0,83.0,0.0
4.7,56.0,0.0
2.3,74.0,0.0
0.8,94.0,0.0
2.4,89.0,0.0
4.4,59.0,0.0
6.0,52.0,1.0
7.7,62.0,1.0
7.2,52.0,1.0
0.1,59.0,0.0
8.6,66.0,1.0
3.5,62.0,1.0
0.6,74.0,0.0
9.5,82.0,1.0
2.3,90.0,0.0
3.4,96.0,1.0
0.3,78.0,0.0
8.4,88.0,1.0
2.9,60.0,0.0
5.5,70.0,0.0
1.1,54.0,0.0
5.2,51.0,1.0
7.2,96.0,1.0
3.7,59.0,0.0
6.8,50.0,1.0
0.0,53.0,0.0
7.7,57.0,1.0
7.6,52.0,1.0
5.5,51.0,1.0
8.2,80.0,1.0
6.4,68.0,1.0
3.9,97.0,1.0
6.8,89.0,1.0
3.5,90.0,1.0
4.8,59.0,1.0
5.4,73.0,1.0
1.4,90.0,0.0
9.6,74.0,1.0
8.8,73.0,1.0
4.3,69.0,0.0
0.4,76.0,0.0
8.5,75.0,1.0
8.4,72.0,1.0
9.4,76.0,1.0
4.6,78.0,1.0
9.5,79.0,1.0
3.4,92.0,1.0
1.3,83.0,0.0
2.5,95.0,0.0
5.7,96.0,1.0
3.6,79.0,1.0
8.6,100.0,1.0
3.7,69.0,0.0
3.9,80.0,0.0
5.4,78.0,1.0
9.0,99.0,1.0
4.1,62.0,0.0
3.4,60.0,0.0
9.4,77.0,1.0
9.4,51.0,1.0
3.9,92.0,1.0
2.7,97.0,1.0
7.7,91.0,1.0
5.8,62.0,0.0
4.1,79.0,1.0
8.7,58.0,1.0
3.2,98.0,1.0
5.3,90.0,1.0
6.8,100.0,1.0
0.9,50.0,0.0
3.3,55.0,0.0
9.3,72.0,1.0
7.4,63.0,1.0
8.4,73.0,1.0
9.1,87.0,1.0
4.8,95.0,1.0
2.9,56.0,0.0
1.6,59.0,0.0
4.2,84.0,1.0
4.1,85.0,1.0
6.3,94.0,1.0
6.9,65.0,1.0
6.6,59.0,1.0
1.0,52.0,0.0
8.8,80.0,1.0
4.8,99.0,1.0
5.9,73.0,1.0
5.8,61.0,1.0
8.9,81.0,1.0
3.4,71.0,0.0
8.9,54.0,1.0
1.3,69.0,0.0
9.2,57.0,1.0
9.6,70.0,1.0
7.1,100.0,1.0
3.5,81.0,0.0
6.2,87.0,1.0
9.9,73.0,1.0
1.9,67.0,0.0
9.0,51.0,1.0
3.2,60.0,0.0
6.5,94.0,1.0
2.6,77.0,0.0
0.4,97.0,0.0
6.6,71.0,1.0
0.3,89.0,0.0
7.3,51.0,1.0
3.8,80.0,1.0
3.9,94.0,1.0
7.0,71.0,1.0
8.0,100.0,1.0
4.1,71.0,0.0
9.4,96.0,1.0
5.5,81.0,1.0
2.7,78.0,0.0
8.1,70.0,1.0
9.0,51.0,1.0
8.1,56.0,1.0
0.7,73.0,0.0
1.5,65.0,0.0
8.6,50.0,1.0
7.4,71.0,1.0
0.7,87.0,0.0
9.7,79.0,1.0
8.7,100.0,1.0
6.1,53.0,0.0
2.0,97.0,0.0
1.9,95.0,0.0
0.0,100.0,0.0
2.1,95.0,0.0
3.9,90.0,1.0
1.9,62.0,0.0
6.1,61.0,1.0
2.9,93.0,1.0
8.7,53.0,1.0
1.8,50.0,0.0
1.8,62.0,0.0
1.4,84.0,0.0
9.7,94.0,1.0
7.0,54.0,1.0
1.9,70.0,0.0
1.6,90.0,1.0
3.0,76.0,1.0
6.4,63.0,1.0
2.5,72.0,0.0
5.3,91.0,1.0
2.8,60.0,0.0
0.6,81.0,0.0
9.0,53.0,1.0
7.6,77.0,1.0
6.7,95.0,1.0
0.1,97.0,0.0
3.2,99.0,1.0
7.0,88.0,1.0
5.7,96.0,1.0
4.5,97.0,1.0
3.7,69.0,1.0
3.1,97.0,1.0
2.3,60.0,0.0
6.9,76.0,1.0
8.8,70.0,1.0
4.6,79.0,1.0
1.5,97.0,0.0
4.2,51.0,0.0
7.9,74.0,1.0
1.5,73.0,0.0
4.3,92.0,1.0
1.5,61.0,0.0
0.9,75.0,0.0
1.5,71.0,0.0
0.2,75.0,0.0
3.0,85.0,0.0
2.3,81.0,1.0
7.2,77.0,1.0
9.5,60.0,1.0
9.7,53.0,1.0
9.6,54.0,1.0
7.1,88.0,1.0
1.4,83.0,0.0
8.0,76.0,1.0
0.1,69.0,0.0
1.6,90.0,0.0
6.8,77.0,1.0
1.2,58.0,0.0
2.8,96.0,1.0
8.1,58.0,1.0
5.7,80.0,1.0
0.2,73.0,0.0
2.5,70.0,0.0
9.1,70.0,1.0
9.2,80.0,1.0
5.5,86.0,1.0
7.0,58.0,1.0
7.8,86.0,1.0
7.1,89.0,1.0
8.1,65.0,1.0
5.6,51.0,0.0
5.1,56.0,1.0
7.5,89.0,1.0
0.8,81.0,0.0
6.0,96.0,1.0
0.7,74.0,0.0
7.9,67.0,1.0
3.6,99.0,1.0
4.7,64.0,1.0
0.0,72.0,0.0
4.8,59.0,0.0
9.6,81.0,1.0
6.0,84.0,1.0
8.2,91.0,1.0
9.6,88.0,1.0
1.2,96.0,0.0
7.4,62.0,1.0
8.0,68.0,1.0
7.9,77.0,1.0
3.0,63.0,0.0
3.0,51.0,0.0
6.4,76.0,1.0
3.7,99.0,1.0
4.5,74.0,1.0
1.6,78.0,0.0
1.1,67.0,0.0
2.8,95.0,1.0
4.5,60.0,1.0
1.3,51.0,0.0
0.5,70.0,0.0
4.8,59.0,0.0
8.3,74.0,1.0
0.3,77.0,0.0
3.2,61.0,0.0
6.1,98.0,1.0
6.4,70.0,1.0
7.6,52.0,1.0
0.6,95.0,0.0
5.0,54.0,0.0
1.5,83.0,0.0
9.4,65.0,1.0
7.5,72.0,1.0
0.8,71.0,0.0
4.9,84.0,1.0
5.2,91.0,1.0
6.9,85.0,1.0
8.1,78.0,1.0
1.2,66.0,0.0
2.4,91.0,1.0
0.2,91.0,0.0
4.8,52.0,0.0
7.6,59.0,1.0
5.0,70.0,1.0
7.6,92.0,1.0
0.2,98.0,0.0
4.9,92.0,1.0
5.5,52.0,0.0
5.9,63.0,1.0
5.8,50.0,1.0
7.0,87.0,1.0
5.1,60.0,1.0
2.1,84.0,0.0
9.2,97.0,1.0
2.8,85.0,1.0
5.1,60.0,0.0
7.5,66.0,1.0
2.0,66.0,0.0
1.2,68.0,0.0
0.3,88.0,0.0
6.7,99.0,1.0
2.0,57.0,0.0
3.9,56.0,0.0
2.0,86.0,0.0
8.3,93.0,1.0
8.9,69.0,1.0
4.6,91.0,1.0
2.3,66.0,0.0
5.1,69.0,0.0
2.2,61.0,0.0
2.1,96.0,1.0
7.2,79.0,1.0
6.0,60.0,1.0
4.8,88.0,1.0
8.0,92.0,1.0
0.8,56.0,0.0
8.5,89.0,1.0
8.6,67.0,1.0
3.0,74.0,1.0
9.6,56.0,1.0
3.7,91.0,1.0
9.7,97.0,1.0
0.8,76.0,0.0
0.2,99.0,0.0
9.0,69.0,1.0
2.6,63.0,0.0
9.2,97.0,1.0
8.8,80.0,1.0
0.1,55.0,0.0
4.6,87.0,1.0
2.7,51.0,0.0
4.8,96.0,1.0
2.2,75.0,0.0
0.3,81.0,0.0
8.3,76.0,1.0
9.7,86.0,1.0
6.6,99.0,1.0
7.1,96.0,1.0
2.0,67.0,0.0
6.7,62.0,1.0
6.9,50.0,1.0
0.4,86.0,0.0
5.6,94.0,1.0
7.9,95.0,1.0
2.9,55.0,0.0
3.7,80.0,1.0
1.6,92.0,0.0
7.3,84.0,1.0
3.2,90.0,1.0
4.1,87.0,1.0
3.7,72.0,0.0
1.5,93.0,1.0
6.8,76.0,1.0
9.6,55.0,1.0
2.5,58.0,0.0
9.2,91.0,1.0
4.5,84.0,1.0
8.9,71.0,1.0
9.2,90.0,1.0
6.0,84.0,1.0
8.3,60.0,1.0
1.4,100.0,0.0
8.2,75.0,1.0
8.2,57.0,1.0
5.4,83.0,1.0
5.8,66.0,1.0
6.6,60.0,1.0
6.8,100.0,1.0
4.9,70.0,1.0
5.5,75.0,1.0
6.6,75.0,1.0
5.8,97.0,1.0
6.9,56.0,1.0
6.4,79.0,1.0
8.3,98.0,1.0
7.2,100.0,1.0
8.0,81.0,1.0
9.2,94.0,1.0
2.4,75.0,0.0
8.3,84.0,1.0
1.0,62.0,0.0
0.2,68.0,0.0
2.1,99.0,0.0
0.7,78.0,0.0
4.2,72.0,1.0
0.1,88.0,0.0
3.4,73.0,0.0
3.0,89.0,1.0
9.2,90.0,1.0
5.9,93.0,1.0
9.8,81.0,1.0
3.5,66.0,0.0
8.6,74.0,1.0
7.7,77.0,1.0
6.2,72.0,1.0
9.9,74.0,1.0
9.6,98.0,1.0
4.7,84.0,1.0
0.8,96.0,1.0
9.2,79.0,1.0
7.5,65.0,1.0
9.8,52.0,1.0
3.1,99.0,1.0
2.2,76.0,0.0
0.1,58.0,0.0
8.6,99.0,1.0
9.4,78.0,1.0
5.0,79.0,1.0
7.0,74.0,1.0
6.5,53.0,1.0
5.9,94.0,1.0
4.9,78.0,1.0
8.5,52.0,1.0
6.0,77.0,1.0
6.9,54.0,1.0
4.8,65.0,0.0
3.9,97.0,1.0
9.1,99.0,1.0
0.4,61.0,0.0
3.4,93.0,1.0
8.5,64.0,1.0
8.1,57.0,1.0
1.6,58.0,0.0
5.6,78.0,1.0
3.7,94.0,1.0
0.2,83.0,0.0
6.3,56.0,1.0
4.7,67.0,1.0
5.6,77.0,1.0
0.7,66.0,0.0
4.7,82.0,1.0
9.1,58.0,1.0
0.2,55.0,0.0
1.9,62.0,0.0
6.6,84.0,1.0
5.6,80.0,1.0
9.7,92.0,1.0
5.8,57.0,1.0
0.4,62.0,0.0
3.0,97.0,1.0
0.1,53.0,0.0
7.9,57.0,1.0
6.7,87.0,1.0
0.1,58.0,0.0
9.2,80.0,1.0
1.9,80.0,0.0
4.8,56.0,0.0
3.9,90.0,1.0
5.4,54.0,0.0
6.7,82.0,1.0
8.6,54.0,1.0
5.1,54.0,1.0
1.6,90.0,0.0
8.4,73.0,1.0
8.3,76.0,1.0
7.5,52.0,1.0
7.8,51.0,1.0
6.7,73.0,1.0
4.5,64.0,0.0
4.8,100.0,1.0
8.9,91.0,1.0
1.6,88.0,0.0
2.9,99.0,0.0
4.3,51.0,0.0
0.7,55.0,0.0
7.7,52.0,1.0
2.8,67.0,0.0
6.5,71.0,1.0
8.4,88.0,1.0
9.2,80.0,1.0
4.9,98.0,1.0
7.0,93.0,1.0
6.0,100.0,1.0
1.4,71.0,0.0
6.9,71.0,1.0
5.2,90.0,1.0
2.5,67.0,0.0
8.7,88.0,1.0
2.3,70.0,0.0
5.7,72.0,1.0
1.9,71.0,0.0
6.8,67.0,1.0
6.0,92.0,1.0
7.7,100.0,1.0
8.0,94.0,1.0
1.9,93.0,0.0
7.1,85.0,1.0
2.0,79.0,0.0
5.2,57.0,0.0
6.4,63.0,1.0
7.9,71.0,1.0
8.9,81.0,1.0
2.5,80.0,0.0
9.3,79.0,1.0
3.4,66.0,1.0
0.7,57.0,0.0
8.1,75.0,1.0
0.7,66.0,0.0
4.5,85.0,1.0
8.2,82.0,1.0
4.2,67.0,0.0
9.8,90.0,1.0
6.0,80.0,1.0
3.9,57.0,0.0
1.8,73.0,0.0
0.4,54.0,0.0
1.1,84.0,0.0
1.3,56.0,0.0
2.0,92.0,1.0
0.6,57.0,0.0
9.8,96.0,1.0
2.8,65.0,0.0
2.2,88.0,1.0
7.5,85.0,1.0
8.4,59.0,1.0
5.5,70.0,1.0
1.7,74.0,0.0
5.4,51.0,0.0
0.9,97.0,1.0
9.8,67.0,1.0
1.2,65.0,0.0
2.2,79.0,1.0
1.7,61.0,0.0
2.8,50.0,0.0
6.7,77.0,1.0
8.6,74.0,1.0
2.1,56.0,0.0
4.1,78.0,1.0
1.5,74.0,0.0
7.5,51.0,1.0
7.7,63.0,1.0
4.4,83.0,1.0
3.2,81.0,1.0
6.2,78.0,1.0
2.1,59.0,0.0
6.0,94.0,1.0
1.7,75.0,0.0
2.2,72.0,0.0
2.7,95.0,1.0
9.0,74.0,1.0
8.8,51.0,1.0
2.4,94.0,0.0
4.5,51.0,0.0
5.7,73.0,1.0
0.2,77.0,0.0
9.1,55.0,1.0
2.5,64.0,0.0
3.7,66.0,1.0
1.6,64.0,0.0
6.5,88.0,1.0
8.1,52.0,1.0
3.6,98.0,1.0
0.9,60.0,0.0
6.2,85.0,1.0
2.5,83.0,0.0
4.5,68.0,0.0
8.6,67.0,1.0
2.3,69.0,0.0
5.2,64.0,0.0
6.2,86.0,1.0
7.8,97.0,1.0
2.9,80.0,1.0
8.9,65.0,1.0
8.1,62.0,1.0
7.1,54.0,1.0
2.7,100.0,1.0
5.3,99.0,1.0
5.5,73.0,1.0
1.5,61.0,0.0
7.9,70.0,1.0
7.7,82.0,1.0
5.0,53.0,0.0
1.3,53.0,0.0
1.6,58.0,0.0
8.6,73.0,1.0
7.8,79.0,1.0
4.5,95.0,1.0
7.1,60.0,1.0
6.1,52.0,0.0
9.8,58.0,1.0
2.9,83.0,1.0
6.8,75.0,1.0
5.4,75.0,1.0
4.7,91.0,1.0
3.5,88.0,1.0
7.2,97.0,1.0
7.5,83.0,1.0
1.7,81.0,0.0
8.0,63.0,1.0
6.0,73.0,1.0
1.2,76.0,0.0
3.8,73.0,0.0
3.1,62.0,0.0
2.2,99.0,1.0
7.5,78.0,1.0
7.9,97.0,1.0
6.5,69.0,1.0
2.4,51.0,0.0
9.0,66.0,1.0
4.0,95.0,1.0
3.7,63.0,0.0
1.3,53.0,0.0
9.5,90.0,1.0
3.0,53.0,0.0
4.7,74.0,1.0
8.7,54.0,1.0
2.9,82.0,1.0
4.8,80.0,1.0
3.5,62.0,0.0
9.2,60.0,1.0
9.9,59.0,1.0
2.7,51.0,0.0
2.2,83.0,0.0
0.2,75.0,0.0
8.0,79.0,1.0
6.2,68.0,1.0
0.5,83.0,0.0
1.2,78.0,0.0
4.3,82.0,0.0
6.7,85.0,1.0
5.1,59.0,1.0
3.3,95.0,1.0
7.3,90.0,1.0
1.4,98.0,0.0
0.9,74.0,0.0
3.9,52.0,0.0
3.0,58.0,0.0
4.2,62.0,0.0
8.0,59.0,1.0
5.5,66.0,1.0
0.0,54.0,0.0
8.6,66.0,1.0
7.9,64.0,1.0
9.2,60.0,1.0
1.1,92.0,0.0
8.1,71.0,1.0
7.3,73.0,1.0
9.6,66.0,1.0
5.6,97.0,1.0
6.3,70.0,1.0
1.6,93.0,1.0
5.2,67.0,1.0
7.8,65.0,1.0
8.1,77.0,1.0
